"tick","Performance"
1.0,-20.040000000000006
2.0,-20.040000000000006
3.0,-20.040000000000006
4.0,-20.040000000000006
5.0,-20.040000000000006
6.0,-20.040000000000006
7.0,8.491428571428571
8.0,35.43555555555555
9.0,52.56727272727275
10.0,46.46666666666667
11.0,50.38823529411766
12.0,63.133333333333354
13.0,74.20444444444445
14.0,79.75999999999999
15.0,94.04571428571427
16.0,88.81090909090906
17.0,97.90181818181819
18.0,92.76347826086956
19.0,125.55333333333331
20.0,125.55333333333331
21.0,135.68
22.0,137.29230769230767
23.0,137.29230769230767
24.0,137.29230769230767
25.0,137.29230769230767
26.0,137.29230769230767
27.0,137.29230769230767
28.0,137.29230769230767
29.0,137.29230769230767
30.0,137.29230769230767
31.0,137.29230769230767
32.0,137.29230769230767
33.0,137.29230769230767
34.0,137.29230769230767
35.0,137.29230769230767
36.0,137.29230769230767
37.0,137.29230769230767
38.0,137.29230769230767
39.0,137.29230769230767
40.0,137.29230769230767
41.0,137.29230769230767
42.0,137.29230769230767
43.0,137.29230769230767
44.0,137.29230769230767
45.0,137.29230769230767
46.0,137.29230769230767
47.0,137.29230769230767
48.0,137.29230769230767
49.0,137.29230769230767
50.0,137.29230769230767
51.0,137.29230769230767
52.0,137.29230769230767
53.0,137.29230769230767
54.0,137.29230769230767
55.0,137.29230769230767
56.0,137.29230769230767
57.0,137.29230769230767
58.0,137.29230769230767
59.0,137.29230769230767
60.0,137.29230769230767
61.0,137.29230769230767
62.0,137.29230769230767
63.0,137.29230769230767
64.0,137.29230769230767
65.0,137.29230769230767
66.0,137.29230769230767
67.0,137.29230769230767
68.0,137.29230769230767
69.0,137.29230769230767
70.0,137.29230769230767
71.0,137.29230769230767
72.0,137.29230769230767
73.0,137.29230769230767
74.0,137.29230769230767
75.0,137.29230769230767
76.0,137.29230769230767
77.0,137.29230769230767
78.0,137.29230769230767
79.0,137.29230769230767
80.0,137.29230769230767
81.0,137.29230769230767
82.0,137.29230769230767
83.0,137.29230769230767
84.0,137.29230769230767
85.0,137.29230769230767
86.0,137.29230769230767
87.0,137.29230769230767
88.0,137.29230769230767
89.0,137.29230769230767
90.0,137.29230769230767
91.0,137.29230769230767
92.0,137.29230769230767
93.0,137.29230769230767
94.0,137.29230769230767
95.0,137.29230769230767
96.0,137.29230769230767
97.0,137.29230769230767
98.0,137.29230769230767
99.0,137.29230769230767
100.0,137.29230769230767
101.0,137.29230769230767
102.0,137.29230769230767
103.0,137.29230769230767
104.0,137.29230769230767
105.0,137.29230769230767
106.0,137.29230769230767
107.0,137.29230769230767
108.0,137.29230769230767
109.0,137.29230769230767
110.0,137.29230769230767
111.0,137.29230769230767
112.0,137.29230769230767
113.0,137.29230769230767
114.0,137.29230769230767
115.0,137.29230769230767
116.0,137.29230769230767
117.0,137.29230769230767
118.0,137.29230769230767
119.0,137.29230769230767
120.0,137.29230769230767
121.0,137.29230769230767
122.0,137.29230769230767
123.0,137.29230769230767
124.0,137.29230769230767
125.0,137.29230769230767
126.0,137.29230769230767
127.0,137.29230769230767
128.0,137.29230769230767
129.0,137.29230769230767
130.0,137.29230769230767
131.0,137.29230769230767
132.0,137.29230769230767
133.0,137.29230769230767
134.0,137.29230769230767
135.0,137.29230769230767
136.0,137.29230769230767
137.0,137.29230769230767
138.0,137.29230769230767
139.0,137.29230769230767
140.0,137.29230769230767
141.0,137.29230769230767
142.0,137.29230769230767
143.0,137.29230769230767
144.0,137.29230769230767
