"tick","Performance"
1.0,-20.0
2.0,-20.0
3.0,-20.0
4.0,-20.0
5.0,5.0
6.0,5.0
7.0,4.959999999999994
8.0,4.920000000000002
9.0,19.92
10.0,13.25333333333333
11.0,65.59428571428572
12.0,65.59428571428572
13.0,79.88
14.0,90.99111111111111
15.0,79.88
16.0,70.74909090909091
17.0,63.133333333333354
18.0,79.80000000000001
19.0,79.80000000000001
20.0,110.52923076923076
21.0,101.14857142857142
22.0,93.01333333333332
23.0,85.88999999999999
24.0,79.6
25.0,74.04444444444445
26.0,69.0736842105263
27.0,64.56
28.0,56.79272727272726
29.0,57.740869565217366
30.0,54.44
31.0,46.06666666666666
32.0,46.02666666666667
33.0,42.95636363636362
34.0,45.94666666666666
35.0,52.00727272727275
36.0,52.00727272727275
37.0,61.55294117647057
38.0,79.08000000000001
39.0,76.22222222222223
40.0,73.59459459459458
41.0,71.06526315789475
42.0,71.06526315789475
43.0,71.02526315789473
44.0,68.66358974358974
45.0,66.41999999999999
46.0,64.28585365853658
47.0,62.21333333333334
48.0,60.27534883720929
49.0,58.425454545454556
50.0,56.617777777777775
51.0,54.88695652173914
52.0,53.22808510638296
53.0,51.636666666666656
54.0,50.10857142857145
55.0,48.639999999999986
56.0,47.22745098039215
57.0,45.86769230769232
58.0,44.55773584905663
59.0,52.06490566037735
60.0,50.70222222222222
61.0,49.349090909090904
62.0,54.76363636363638
63.0,53.360000000000014
64.0,57.26736842105262
65.0,57.26736842105262
66.0,61.07862068965517
67.0,63.31999999999999
68.0,61.926557377049164
69.0,70.12327868852458
70.0,75.0541935483871
71.0,73.5925
72.0,81.36500000000001
73.0,79.73846153846154
74.0,75.21882352941176
75.0,71.11774647887322
76.0,68.57095890410957
77.0,72.78666666666669
78.0,76.78666666666669
79.0,73.08000000000001
80.0,69.76470588235293
81.0,68.89123595505617
82.0,63.970212765957456
83.0,64.49469387755101
84.0,59.49076923076922
85.0,58.512380952380965
86.0,57.70867924528304
87.0,57.668679245283016
88.0,57.668679245283016
89.0,56.91925233644858
90.0,56.14370370370369
91.0,56.1037037037037
92.0,55.341651376146785
93.0,55.341651376146785
94.0,56.63927927927929
95.0,56.59927927927927
96.0,55.851428571428556
97.0,58.53
98.0,57.81097345132744
99.0,60.613333333333344
100.0,60.613333333333344
101.0,60.613333333333344
102.0,60.613333333333344
103.0,60.613333333333344
104.0,60.613333333333344
105.0,60.613333333333344
106.0,60.613333333333344
107.0,60.613333333333344
108.0,60.613333333333344
109.0,60.613333333333344
110.0,60.613333333333344
111.0,60.613333333333344
112.0,60.613333333333344
113.0,60.613333333333344
114.0,60.613333333333344
115.0,60.613333333333344
116.0,60.613333333333344
117.0,60.613333333333344
118.0,60.613333333333344
119.0,60.613333333333344
120.0,60.613333333333344
121.0,60.613333333333344
122.0,60.613333333333344
123.0,60.613333333333344
124.0,60.613333333333344
125.0,60.613333333333344
126.0,60.613333333333344
127.0,60.613333333333344
128.0,60.613333333333344
129.0,60.613333333333344
130.0,60.613333333333344
131.0,60.613333333333344
132.0,60.613333333333344
133.0,60.613333333333344
134.0,60.613333333333344
135.0,60.613333333333344
136.0,60.613333333333344
137.0,60.613333333333344
138.0,60.613333333333344
139.0,60.613333333333344
140.0,60.613333333333344
141.0,60.613333333333344
142.0,60.613333333333344
143.0,60.613333333333344
144.0,60.613333333333344
145.0,60.613333333333344
146.0,60.613333333333344
147.0,60.613333333333344
148.0,60.613333333333344
149.0,60.613333333333344
150.0,60.613333333333344
151.0,60.613333333333344
152.0,60.613333333333344
153.0,60.613333333333344
154.0,60.613333333333344
155.0,60.613333333333344
156.0,60.613333333333344
157.0,60.613333333333344
158.0,60.613333333333344
159.0,60.613333333333344
160.0,60.613333333333344
161.0,60.613333333333344
162.0,60.613333333333344
163.0,60.613333333333344
164.0,60.613333333333344
165.0,60.613333333333344
166.0,60.613333333333344
167.0,60.613333333333344
168.0,60.613333333333344
169.0,60.613333333333344
170.0,60.613333333333344
171.0,60.613333333333344
172.0,60.613333333333344
173.0,60.613333333333344
174.0,60.613333333333344
175.0,60.613333333333344
176.0,60.613333333333344
177.0,60.613333333333344
178.0,60.613333333333344
179.0,60.613333333333344
180.0,60.613333333333344
181.0,60.613333333333344
182.0,60.613333333333344
183.0,60.613333333333344
184.0,60.613333333333344
185.0,60.613333333333344
186.0,60.613333333333344
187.0,60.613333333333344
188.0,60.613333333333344
189.0,60.613333333333344
190.0,60.613333333333344
191.0,60.613333333333344
192.0,60.613333333333344
193.0,60.613333333333344
194.0,60.613333333333344
195.0,60.613333333333344
196.0,60.613333333333344
197.0,60.613333333333344
198.0,60.613333333333344
199.0,60.613333333333344
