"tick","Performance"
1.0,128.6
2.0,125.40851063829786
3.0,125.40851063829786
4.0,124.43333333333331
5.0,123.49795918367346
6.0,120.56
7.0,116.98153846153846
8.0,118.86461538461538
9.0,118.86461538461538
10.0,122.67076923076922
11.0,122.63076923076923
12.0,122.59076923076924
13.0,122.55076923076922
14.0,122.55076923076922
15.0,122.55076923076922
16.0,122.55076923076922
17.0,122.55076923076922
18.0,122.55076923076922
19.0,122.55076923076922
20.0,122.55076923076922
21.0,122.55076923076922
22.0,122.55076923076922
23.0,122.55076923076922
24.0,122.55076923076922
25.0,122.55076923076922
26.0,122.55076923076922
27.0,122.55076923076922
28.0,122.55076923076922
29.0,122.55076923076922
30.0,122.55076923076922
31.0,122.55076923076922
32.0,122.55076923076922
33.0,122.55076923076922
34.0,122.55076923076922
35.0,122.55076923076922
36.0,122.55076923076922
37.0,122.55076923076922
38.0,122.55076923076922
39.0,122.55076923076922
40.0,122.55076923076922
41.0,122.55076923076922
42.0,122.55076923076922
43.0,122.55076923076922
44.0,122.55076923076922
45.0,122.55076923076922
46.0,122.55076923076922
47.0,122.55076923076922
48.0,122.55076923076922
49.0,122.55076923076922
50.0,122.55076923076922
51.0,122.55076923076922
52.0,122.55076923076922
53.0,122.55076923076922
54.0,122.55076923076922
55.0,122.55076923076922
56.0,122.55076923076922
57.0,122.55076923076922
58.0,122.55076923076922
59.0,122.55076923076922
60.0,122.55076923076922
61.0,122.55076923076922
62.0,122.55076923076922
63.0,122.55076923076922
64.0,122.55076923076922
65.0,122.55076923076922
66.0,122.55076923076922
67.0,122.55076923076922
68.0,122.55076923076922
69.0,122.55076923076922
70.0,122.55076923076922
71.0,122.55076923076922
72.0,122.55076923076922
73.0,122.55076923076922
74.0,122.55076923076922
75.0,122.55076923076922
76.0,122.55076923076922
77.0,122.55076923076922
78.0,122.55076923076922
79.0,122.55076923076922
80.0,122.55076923076922
81.0,122.55076923076922
82.0,122.55076923076922
83.0,122.55076923076922
84.0,122.55076923076922
85.0,122.55076923076922
86.0,122.55076923076922
87.0,122.55076923076922
88.0,122.55076923076922
89.0,122.55076923076922
90.0,122.55076923076922
91.0,122.55076923076922
92.0,122.55076923076922
93.0,122.55076923076922
94.0,122.55076923076922
95.0,122.55076923076922
96.0,122.55076923076922
97.0,122.55076923076922
98.0,122.55076923076922
99.0,122.55076923076922
100.0,122.55076923076922
101.0,122.55076923076922
102.0,122.55076923076922
103.0,122.55076923076922
104.0,122.55076923076922
105.0,122.55076923076922
106.0,122.55076923076922
107.0,122.55076923076922
108.0,122.55076923076922
109.0,122.55076923076922
110.0,122.55076923076922
111.0,122.55076923076922
112.0,122.55076923076922
113.0,122.55076923076922
114.0,122.55076923076922
115.0,122.55076923076922
116.0,122.55076923076922
117.0,122.55076923076922
