"tick","Performance"
1.0,112.04857142857142
2.0,111.45333333333332
3.0,109.1544827586207
4.0,112.60275862068966
5.0,112.60275862068966
6.0,114.32689655172413
7.0,112.01830508474578
8.0,113.71322033898304
9.0,113.67322033898304
10.0,122.14779661016951
11.0,122.14779661016951
12.0,122.14779661016951
13.0,122.14779661016951
14.0,122.14779661016951
15.0,122.14779661016951
16.0,122.14779661016951
17.0,122.14779661016951
18.0,122.14779661016951
19.0,122.14779661016951
20.0,122.14779661016951
21.0,122.14779661016951
22.0,122.14779661016951
23.0,122.14779661016951
24.0,122.14779661016951
25.0,122.14779661016951
26.0,122.14779661016951
27.0,122.14779661016951
28.0,122.14779661016951
29.0,122.14779661016951
30.0,122.14779661016951
31.0,122.14779661016951
32.0,122.14779661016951
33.0,122.14779661016951
34.0,122.14779661016951
35.0,122.14779661016951
36.0,122.14779661016951
37.0,122.14779661016951
38.0,122.14779661016951
39.0,122.14779661016951
40.0,122.14779661016951
41.0,122.14779661016951
42.0,122.14779661016951
43.0,122.14779661016951
44.0,122.14779661016951
45.0,122.14779661016951
46.0,122.14779661016951
47.0,122.14779661016951
48.0,122.14779661016951
49.0,122.14779661016951
50.0,122.14779661016951
51.0,122.14779661016951
52.0,122.14779661016951
53.0,122.14779661016951
54.0,122.14779661016951
55.0,122.14779661016951
56.0,122.14779661016951
57.0,122.14779661016951
58.0,122.14779661016951
59.0,122.14779661016951
60.0,122.14779661016951
61.0,122.14779661016951
62.0,122.14779661016951
63.0,122.14779661016951
64.0,122.14779661016951
65.0,122.14779661016951
66.0,122.14779661016951
67.0,122.14779661016951
68.0,122.14779661016951
69.0,122.14779661016951
70.0,122.14779661016951
71.0,122.14779661016951
72.0,122.14779661016951
73.0,122.14779661016951
74.0,122.14779661016951
75.0,122.14779661016951
76.0,122.14779661016951
77.0,122.14779661016951
78.0,122.14779661016951
79.0,122.14779661016951
80.0,122.14779661016951
81.0,122.14779661016951
82.0,122.14779661016951
83.0,122.14779661016951
84.0,122.14779661016951
85.0,122.14779661016951
86.0,122.14779661016951
87.0,122.14779661016951
88.0,122.14779661016951
89.0,122.14779661016951
90.0,122.14779661016951
91.0,122.14779661016951
92.0,122.14779661016951
93.0,122.14779661016951
94.0,122.14779661016951
95.0,122.14779661016951
96.0,122.14779661016951
97.0,122.14779661016951
98.0,122.14779661016951
99.0,122.14779661016951
100.0,122.14779661016951
101.0,122.14779661016951
102.0,122.14779661016951
103.0,122.14779661016951
104.0,122.14779661016951
105.0,122.14779661016951
106.0,122.14779661016951
107.0,122.14779661016951
108.0,122.14779661016951
109.0,122.14779661016951
110.0,122.14779661016951
111.0,122.14779661016951
