"tick","Performance"
1.0,49.48421052631579
2.0,47.59487179487181
3.0,44.0926829268293
4.0,40.916279069767455
5.0,43.241860465116304
6.0,49.133333333333326
7.0,44.55000000000001
8.0,46.34823529411764
9.0,42.386666666666656
10.0,44.23851851851853
11.0,42.99272727272725
12.0,43.57714285714286
13.0,49.36421052631579
14.0,48.01379310344825
15.0,53.48610169491528
16.0,52.186666666666696
17.0,52.52918032786883
18.0,56.08516129032256
19.0,56.35238095238097
20.0,61.11428571428573
21.0,61.297500000000014
22.0,61.25749999999999
23.0,61.43384615384616
24.0,60.128484848484845
25.0,64.79223880597016
26.0,69.35764705882355
27.0,69.35764705882355
28.0,73.7907246376812
29.0,75.19999999999999
30.0,79.38535211267603
31.0,79.34535211267604
32.0,79.30535211267605
33.0,79.30535211267605
34.0,79.26535211267603
35.0,84.76222222222222
36.0,91.6266666666667
37.0,90.02849315068494
38.0,88.47351351351352
39.0,88.47351351351352
40.0,86.96000000000001
41.0,85.44631578947369
42.0,84.01090909090905
43.0,82.57230769230767
44.0,79.84
45.0,78.5437037037037
46.0,78.45853658536586
47.0,75.9504761904762
48.0,73.55720930232556
49.0,70.1856179775281
50.0,68.0065934065934
51.0,65.95784946236557
52.0,64.10333333333335
53.0,62.19510204081632
54.0,61.400000000000006
55.0,61.53490196078431
56.0,61.57864077669902
57.0,59.83428571428573
58.0,58.25925925925924
59.0,55.90198198198195
60.0,57.02584070796459
61.0,56.40869565217392
62.0,55.811282051282035
63.0,56.87327731092438
64.0,57.0710743801653
65.0,58.03284552845528
66.0,57.99284552845529
67.0,57.2309677419355
68.0,57.24000000000001
69.0,56.49333333333334
70.0,55.79716535433073
71.0,55.07124999999999
72.0,52.58545454545455
73.0,49.682335766423336
74.0,51.571428571428555
75.0,48.302465753424684
